place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Vasa Museum,France,https://goo.gl/maps/Kre9c2q4faRjjAwm6,"If you are there on a rainy/snowy day, use it to your advantage and visit all the cool museums in Stockholm. Two museums I would recommend you visit are the , where the giant renovated Viking ship is located, to learn about the Vasa ship, and the Nordic Museum to learn about Nordic history in extreme detail.",,,,1,4,4,2,4,10,2,7,7,9,1,2026-04-09
Villeneuve-lès-Avignon,France,https://goo.gl/maps/8S1D4q2wekBsNFJX9,"At the outskirts of Avignon, just across the Rhone river to the north, lies a medieval town called , one of the hidden gems of Avignon that few people know about.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Vondelpark,France,https://goo.gl/maps/wKyQufKDFJYjC9QB7,"Or, you can simply relax, go for a walk around the  and enjoy the fact that you have just traveled across 10+ countries in 3 months and seen more than anyone could ask for on such a trip. Kudos!",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Völkerschlachtdenkmal,France,https://goo.gl/maps/EaadCwm34222,"First, you should visit the Monument to the Battle of the Nations (), a monument commemorating Napoleon's defeat at Leipzig, which was a crucial step towards the end of the war. The monument is one of the highest of its kind in Europe.",,,,0,2,2,3,5,9,0,3,3,8,1,2026-04-09
Westerplatte,France,https://goo.gl/maps/c4Lzvg7fSJpRv8Dz5,"If you want to learn about the Polish experience during World War II, visit , an open-air museum dedicated to the Battle of . This battle was the first clash between Polish and German forces during the invasion of Poland and, therefore, the initial battle of World War II in Europe.",,,,0,2,2,2,6,10,0,2,2,6,1,2026-04-09
Wilanow Palace,France,https://goo.gl/maps/Pznp89YtMyM2,"For the second day, we will take it a little slower and take a bus heading towards Wilanow from the Old Square and get off at the end of the line where the  is located.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
the Alhambra,France,https://goo.gl/maps/SmV4ZSmTaBaat1Eq6,"From Seville, it's only a 3-hour bus ride away until you arrive in Granada. There are several notable things you can do in Granada, such as hiking, visiting , and eating delicious tapas.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
the Louvre,France,https://goo.gl/maps/V9e8Dwf2jxYy1Uig7,"There are other secrets too, such as visiting  on a Tuesday (when it's closed), so you can have the whole place to yourself if you don't mind not seeing the Mona Lisa. You can also go down a dark path and explore the Catacombs of Paris.",,,,1,3,2,4,7,8,0,5,2,2,1,2026-04-09
the bus stop in front of the Post Office,France,https://goo.gl/maps/96AonXwPhjKBPGXe7,"The town is approximately 3 km away, and you can catch local bus #5 from , which is just opposite the train station. Get off at the tourist office there. It should take less than 15 minutes.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
Łazienki Park,France,https://goo.gl/maps/7oTvA1xQ55K2,"After spending a few hours at the Palace, on your way back to the city center, be sure to visit , the Palace on the Isle, and the Uprising Museum.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-09
