place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Himara Castle,Albania,https://goo.gl/maps/3GbBCjmjXX9DVr9t8,"Located atop the Barbakas hill overlooking Himara and the Ionian Sea coastline, the Old Town and the Himara Castle are ancient settlements since the Bronze Age. They existed in some form or another 2000 years ago, and now, you can walk back in time and explore the ruins of Himara Castle.

Himara is a small town located right in the middle of all the beautiful beaches, making it the perfect base for you. There are also more things to do other than relaxing at the beach, such as going up to Himara Castle for a sunset, which I recommend you do on the day you arrive.",,,,5,6,4,10,7,8,2,8,4,6,1,2026-04-07
Holy Trinity Cathedral,Albania,https://goo.gl/maps/cDrheRA99mkU2wrW6,"While you explore Sibiu, be sure to drop by the Holy Trinity Cathedral, one of the largest Orthodox churches in Romania and one of the most beautiful cathedrals out of all, the Holy Trinity Roman Catholic Church, a beautiful Baroque-style church, and the Bridge of Lies, a structure with legends that are as interesting as its name.",,,,4,4,4,0,0,10,0,5,5,9,1,2026-04-07
Holy Trinity Church,Albania,https://goo.gl/maps/7M1xuXdTEPfUtZH6A,"One of those structures is the Holy Trinity Church, a medieval Byzantine church built in the 13th Century located off the side of the Castle Hill. It makes quite a photogenic spot to capture the church, the city, and the mountain all in one frame.

Within the walls of Berat Castle, there is one church that stands out above all others: the Holy Trinity Church. This church is a must-visit if you are interested in seeing a fine example of the great influence the Byzantine Empire left in this area.",,,,2,4,4,4,2,10,0,5,2,6,1,2026-04-07
Homemade Food Lili,Albania,https://goo.gl/maps/uGm2zcaYNqV1RphJ9,"There are several restaurants that serve delicious Albanian cuisine at an affordable price you can try, such as Homemade Food Lili, Restaurant WilDor, and my favorite one, Antigoni, which I will elaborate more on in the next section about what to eat and drink in Berat, Albania.",,,,1,2,16,0,1,6,10,5,5,4,1,2026-04-07
Hotel Moskva,Albania,https://goo.gl/maps/VFyKpm3Zvfo2tV5j7,"Not too far from Republic Square, you will also find another awesome piece of architecture, Hotel Moskva, a historic luxury hotel built in 1906 in this incredible Art Nouveau style, which has since become one of the most iconic landmarks of the city with its unique design that looks like a castle straight out of a fairytale.",,,,3,4,0,0,2,10,2,6,5,8,1,2026-04-07
Hvar,Albania,https://goo.gl/maps/YGoL4viU8maFEmSj9,"And on our last day in Split, we are going to hop on a ferry and visit Hvar, a beautiful charming seaside town located on an island with the same name, around an hour's ferry ride away from Split.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Imperial Mosque (Džamija Cara),Albania,https://goo.gl/maps/64z9JqXXRHTt581h7,"Other notable attractions you should check out while you are in Pristina are the Imperial Mosque (Džamija Cara), one of the most sacred and beautiful mosques in the city, the Kosovo Museum, and the Ethnographic Museum, great places to visit if you want to learn more about the history of Kosovo, and so much more.",,,,2,5,0,0,2,10,0,5,4,8,1,2026-04-07
Jupiter's Temple,Albania,https://goo.gl/maps/wYkpP817GxvzYyUa8,"Another ancient ruin you should check out while you are exploring Diocletian's Palace is Jupiter's Temple, a small ancient Roman temple that should allow you access for free as the temple is included in the Purple ticket you bought for Saint Domnius Cathedral.",,,,1,3,4,0,1,9,0,3,5,9,1,2026-04-07
Kafeterija Magazin 1907,Albania,https://goo.gl/maps/5ZhKkiaDZfADktWM9,"These should occupy your entire first day in Belgrade. You can spend the rest of the day exploring all the awesome cafes in Belgrade, relax, and enjoy the vibrant city vibe at Kafeterija Magazin 1907, one of my favorite cafes in the city.",,,,5,5,16,4,3,8,9,9,6,3,1,2026-04-07
Kapana,Albania,https://goo.gl/maps/8ef1QaruKoFPNt1R9,"Plovdiv is also well known for its creative and artistic scene and there is no better place to experience it firsthand than at Kapana, a charming arts and cultural neighborhood of Plovdiv full of street arts, art galleries, and specialty shops.",,,,4,5,8,0,3,9,6,7,8,7,1,2026-04-07
Kneza Mihaila Street,Albania,https://goo.gl/maps/KKc4moEHNrFp97ci9,"After you are done with the fortress, you can make your way down to Kneza Mihaila Street, a pedestrian-only street located in the heart of the city center. It is one of the oldest and most famous streets in Belgrade, named after Mihailo Obrenović III, the prince of Serbia who ruled in the mid-19th century.",,,,1,3,4,0,3,10,1,5,6,8,1,2026-04-07
Kole Idromeno Street,Albania,https://goo.gl/maps/AtMSv1y1ooHsY4VBA,"Once you are done with the preparation, you can spend the rest of the day exploring the city. From SPAR Supermarket, walk to the other end of G'juhadol Street and you will be in Kole Idromeno Street, one of the main attractions in Shkodra, full of restaurants and cafes to indulge yourself in.",,,,2,2,8,0,2,7,8,7,8,7,1,2026-04-07
Konoba Tovar,Albania,https://goo.gl/maps/EGtPuodDEaSub1BL9,"After spending the entire day exploring all the cool attractions in Zadar, it is time to find a nice quiet place to eat dinner before retreating for the night. If you are looking for a nice local place to eat some fresh seafood dishes, I highly recommend you check out Konoba Tovar.",,,,2,2,12,2,1,6,10,7,5,5,1,2026-04-07
Koski Mehmed Pasha Mosque,Albania,https://goo.gl/maps/S8A6VzsT9Dbe15Z46,"For the best viewpoint in Mostar, I have to give it to Koski Mehmed Pasha Mosque, one of the most prominent mosques in the city, and its minaret that you can climb for an incredible view of Mostar from above.",,,,2,4,8,8,7,10,0,8,5,10,1,2026-04-07
Kotor,Albania,https://goo.gl/maps/JSWGManoVDBvHu5YA,"For Montenegro, we are going to do things a little differently. We are going to use Kotor, a beautiful old coastal town nestled in between the towering mountains of Montenegro, as our base and we are going to spend the next few days visiting all the highlights of Montenegro without moving location.",,,,5,5,8,9,8,8,3,8,5,3,1,2026-04-07
Kotor Bazaar,Albania,https://goo.gl/maps/5mCYytFaQro6Px4P9,"As you walk north of Square of the Arms, you will also stumble upon Kotor Bazaar, a small market full of local shops selling all kinds of items from souvenirs to handicrafts you can stroll around in and shop for some souvenirs to buy for your loved ones back home.",,,,3,6,8,3,3,10,4,8,7,8,1,2026-04-07
Kotor Bus Station,Albania,https://goo.gl/maps/iGaWVfpdQ5pHqtkc7,"To get from Kotor to Shkodra, you are going to have to catch the 8 AM bus from Kotor Bus Station and it should take about 4 hours and cost around 18 EUR before you arrive in Shkodra, Albania. You can book the bus ticket online here.",,,,0,0,8,0,0,0,0,0,5,8,1,2026-04-07
Kotor Fortress,Albania,https://goo.gl/maps/agLdbn7HEEtVPbHM7,"One of the first things I highly recommend you do the moment you arrive in Kotor is to go and hike to the top of Kotor Fortress, a magnificent structure perched high above the old town of Kotor, and watch the sunset from there.",,,,6,5,4,10,8,9,0,7,0,5,1,2026-04-07
Kotor Serpentine,Albania,https://goo.gl/maps/gZBsBXEaDghjzYS27,"One of the first stops you will make with the tour is the famous Kotor Serpentine, a narrow mountain road that snakes its way up the Lovcen mountain behind Kotor. The road is so popular it was considered one of the best roads to drive on by Top Gear.",,,,3,4,8,10,9,2,0,7,2,6,1,2026-04-07
Kotor's Clock Tower,Albania,https://goo.gl/maps/xJyPJs6513rkfPoR8,"Right at the center of it all, you will also find Kotor's Clock Tower, an iconic landmark of the city. This impressive tower was built by the Venetians back in the 17th century and it features a distinctive octagonal shape, topped by a domed roof, and a small turret.",,,,4,5,4,1,4,10,0,7,3,10,1,2026-04-07
Kovači Cemetery,Albania,https://goo.gl/maps/f9pBUfSMLGBTTH769,"The bastion is located on the eastern side of town and to get there, you will have to walk past Kovači Cemetery, a 19th Century historic cemetery with more than 400 tombs with impressive carvings that stretches out across the hill. Be sure to stop by there as you make your way up to the bastion.",,,,1,4,4,6,7,9,0,6,2,8,1,2026-04-07
Krka National Park,Albania,https://goo.gl/maps/cdxxdjwdftnozYdG6,"For the second day in Split, we are going to go on a day trip and explore Krka National Park, a beautiful natural wonder, home to a series of stunning waterfalls, crystal clear lakes, and lush greenery where you can spend a day hiking around in.",,,,5,7,8,10,10,2,1,8,2,6,1,2026-04-07
Kruje,Albania,https://goo.gl/maps/qX9ijNgeSESbUZgW9,"Kruje is a town north of Tirana that used to be the capital of the first autonomous Albanian state and then became the seat of power of the Albanian hero, Skanderbeg, during the Ottoman reign.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Ksamil,Albania,https://goo.gl/maps/vmB3ek71nTNWNsgx5,"Ksamil is another base that I will include in the itinerary, but it should not be your main base as it is quite far from all the cool things to do along the coastline. The reason I included Ksamil is that it is close to Butrint National Park, which is best seen in the early morning and you wouldn't be able to reach it in time from Himara.

Ksamil is also a great place to visit if you are looking for things to do other than sunbathing at the beach. It is a big town with lots of restaurants and bars for you to indulge yourself in. It is a perfect change of pace from the slower lifestyle in Himara.",,,,2,4,2,8,4,3,2,8,4,6,1,2026-04-07
Kurrizi,Albania,https://goo.gl/maps/ssM1J3wpVdVLoEBo6,"While you are in Pristina, also be sure to check out Kurrizi or ""The Spine"", a massive high-rise apartment building followed by chains of shops, stacked on top of each other, reminiscent of the spine, a result of the 80s housing project designed to house the 80s thriving middle class.",,,,1,1,8,0,3,9,1,1,3,4,1,2026-04-07
Kuršumli An,Albania,https://goo.gl/maps/2DzxwkGuqcUL3sSY6,"While you are exploring the Old Town, be sure to drop by and check out Kuršumli An, an abandoned caravanserai which is an ancient roadside inn where travelers (caravaners) could rest and recover from the day's journey. Caravanserais supported the flow of commerce in ancient times and you can often find these inns all over the ancient Silk Road.",,,,1,4,0,4,5,10,0,4,2,7,1,2026-04-07
La Ceaun,Albania,https://goo.gl/maps/7m7ffPtFWLmyz8Xn7,"The Council Square is also surrounded by numerous cafes, restaurants, and souvenir shops, making it a great place to hang out and have lunch or dinner. Some of my favorite restaurants are located at the square like La Ceaun, one of the best places to try Romanian cuisine. which adds to the vibrant atmosphere of the place.

Once you are done, you can come back down to the Council Square and enjoy a much-needed delicious dinner at La Ceaun, one of my favorite Romanian restaurants in Brasov. They serve a wide variety of delicious sizzling local dishes straight from the oven that you can try to get a taste of which makes Romanian cuisine one of the best cuisines in the Balkans.",,,,2,4,12,1,2,8,9,8,8,7,1,2026-04-07
Lake Ohrid,Albania,https://goo.gl/maps/uxRpCxCeyYZMh8cb9,"Lake Ohrid is a breathtaking lake surrounded by beautiful natural wonders and medieval towns rich in history, tucked away in the southwestern part of North Macedonia, sharing the border with Albania. With its incredible view, a town steeped in history, and unrivaled affordability, there is no better place to begin our journey in North Macedonia than here",,,,9,7,8,10,5,8,3,9,4,6,1,2026-04-07
Latin Bridge,Albania,https://goo.gl/maps/qztwEoz8UtESsdTA6,"One of the most historically significant places you should visit in Sarajevo is Latin Bridge, a 16th-century Ottoman-style stone bridge, that doesn't look particularly special, but it is here that many historians considered to be the starting point of one of the most tragic events in modern history that shook the world to its core. This is where World War I begins.",,,,2,3,4,4,6,10,0,6,3,9,1,2026-04-07
Lead Mosque,Albania,https://goo.gl/maps/j9KF4bEmaaiQHY8G9,"Be sure to check out Lead Mosque, King Mosque, and Bachelor's Mosque, as well as St. Theodore's Church and Saint Demetrius Cathedral while you are in Mangalem District.

For mosques, you will find Lead Mosque not too far from Saint Demetrius Cathedral, the King Mosque with its beautiful ceiling, and the Bachelor's Mosque in the Old Town where we will explore next.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Liberty Square,Albania,https://goo.gl/maps/NCUASk1icYiA1nbe8,"As you make your way north, you will stumble upon Liberty Square, another impressive public square surrounded by beautiful buildings from the 19th and early 20th centuries, with styles ranging from baroque to art nouveau to neo-classical.",,,,5,5,0,1,2,10,2,7,4,7,1,2026-04-07
Livadhi Sakes,Albania,https://goo.gl/maps/q2Rhtz3ut66u81BM8,"From the trailhead, it should take about 1 hour before you arrive at Livadhi Sakes, which is a nice spacious opening on the foothills of the Accursed Mountains with an incredible view of the surrounding mountains.",,,,5,5,8,10,7,2,0,8,0,6,1,2026-04-07
Lovrijenac,Albania,https://goo.gl/maps/WfZfT8z3e4znbNhQ6,"Another awesome fortress you should visit in Dubrovnik is Lovrijenac, the fortress you saw from the city walls that are located on a rocky outcrop outside the western walls of Dubrovnik's Old Town.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Lower Town,Albania,https://goo.gl/maps/fKcaU8TRPjRRaLkn8,"Before we call it a day, be sure to spend some time and get lost in the Lower Town and track down the famous houses with eyes, that seem to always be judging your every move from the moment you arrive in the city.",,,,4,2,0,5,5,9,3,6,2,3,1,2026-04-07
Macca-Vilacrosse Passage,Albania,https://goo.gl/maps/4Q4QXZQRrjhgZVGr9,"Other notable tourist attractions in Bucharest you should check out are Macca-Vilacrosse Passage, a beautiful shopping arcade similar to the one in Milan but on a much smaller scale, the Palace of the Deposits and Consignments, an incredible building with a stunning neoclassical facade, Fabrica Club, a great place to hang out at night, and so much more.",,,,2,3,4,0,0,10,3,4,3,5,1,2026-04-07
Mangalem Quarter,Albania,https://goo.gl/maps/qy4f3pyA5R6TjmmbA,"From that viewpoint, you will see the Mangalem Quarter, on the same side as the castle, and the Gorica Quarter, which you can explore after you are done with Berat Castle. The two quarters used to house Muslims and Christians, respectively. That is no longer the case nowadays, but the area is still full of old churches and mosques you can check out.

Berat is located right in the middle of a valley with a river running through it, dividing the city into 2 quarters: the Mangalem Quarter and Gorica Quarter, each with its own little charm.

After the castle, you can then come down to explore all the beautiful quarters of Berat like the Mangalem Quarter and Gorica Quarter where you can stroll around in. The 2 quarters used to house Muslims and Christians respectively. That is no longer the case nowadays but the area is still full of old churches and mosques you can check out.",,,,3,4,6,3,4,8,1,5,5,8,1,2026-04-07
Memorial House of Mother Teresa,Albania,https://goo.gl/maps/CEUX9EXRGrUU9qav6,"Other notable attractions you should check out are the Memorial House of Mother Teresa, a museum dedicated to the life and work of Mother Teresa who was born and raised in Skopje, the Macedonian Church St. Clement of Ohrid, one of the most unique-looking churches in the city, and check out all the statues that got the city its name, the City of Statues at the Bridge of Civilisations.",,,,3,4,0,2,2,10,0,4,3,8,1,2026-04-07
Mesi Ottoman Bridge,Albania,https://goo.gl/maps/JgP7eDqGMVP8Nubu7,"If you don't fancy walking for 1.5 km, you can also rent a bike from your hostel/hotel and ride to Rozafa Castle as well. With a bike, you can also go further and check out the old Mesi Ottoman Bridge to the north of the city or ride along the Lake Skadar to Zogaj and back.",,,,0,3,4,8,9,3,1,6,4,8,1,2026-04-07
Mostar,Albania,https://goo.gl/maps/qUGAtLkXgevV1Xoo9,"And we have arrived in Bosnia and Herzegovina, starting in Mostar, a city in southern Bosnia and Herzegovina, straddling the Neretva River, known for its iconic Stari Most Medieval Bridge, as well as all the tourist attractions in the surrounding areas.",,,,5,5,8,6,6,10,1,7,5,9,1,2026-04-07
Mostar Bus Station,Albania,https://goo.gl/maps/vQ9zykqJPT19Auwu5,"To get from Mostar to Sarajevo, you can catch the bus from Mostar Bus Station between 6 AM and 8 PM. The buses leave every 2 hours daily, taking about 2 hours, and cost around 13 EUR before you arrive in Sarajevo. You can look up the schedule and book the bus online here.",,,,0,0,8,0,0,0,0,1,7,10,1,2026-04-07
Mother Theresa Boulevard,Albania,https://goo.gl/maps/YJoMReBx6KAk5wj3A,"One of the liveliest places you will find in Pristina is Mother Theresa Boulevard, the commercial hub of the city where a pedestrian street runs through the city center with both sides of the street, lined with shops, restaurants, cafes, and park benches you can hang out at.",,,,4,5,8,4,4,9,5,8,8,6,1,2026-04-07
Mount Srđ,Albania,https://goo.gl/maps/V8Nx7tPUq66JJBS9A,"If you are looking for the sunset best spots in Dubrovnik, there is no better place to be than at the top of Mount Srđ, a towering mountain peak that overlooks the entire area, providing a perfect vantage point to witness the golden hour over the picturesque city, the Adriatic Sea, and the surrounding islands.",,,,7,3,4,10,7,5,2,9,3,4,1,2026-04-07
Mulliri I Vjeter Cafe,Albania,https://goo.gl/maps/hpQ1HjkTMnmN8u9RA,"For a nice cafe with WiFi to take a break in between your exploration, I would recommend Mulliri I Vjeter Cafe. They serve delicious iced coffee and many pastries to bring your sugar levels up to speed before you go out there and explore again.",,,,2,2,12,4,1,5,9,7,4,3,1,2026-04-07
Museum of the Macedonian Struggle,Albania,https://goo.gl/maps/7AE9HEcUVzQKo7WYA,"For a museum about the Macedonian revolution for independence in 1991, I highly recommend you check out the Museum of the Macedonian Struggle. For those who are interested in learning more about the story of the Jewish Macedonian people during the Holocaust, you should check out the Macedonian Holocaust Museum.",,,,0,1,4,2,1,8,0,0,0,2,1,2026-04-07
Mustafa Paša Mosque,Albania,https://goo.gl/maps/wZQFJgTMoCA7Tqxk9,"Located on the hillside overlooking the Old Bazaar, you will also find Mustafa Paša Mosque, one of the most prominent structures in Skopje's Old Town known for its impressively well-preserved condition that is mostly intact since it was constructed in the 15th Century.",,,,4,4,0,2,3,10,0,6,2,9,1,2026-04-07
Muzeul Consumatorului Comunist,Albania,https://goo.gl/maps/WUPSz8QJNfGa7LLz7,"One of my favorite museums in Timisoara is Muzeul Consumatorului Comunist or the Communist Consumer Museum, located in an old building in the basement of a vintage bar that exhibits various objects and products that were available to consumers during the Communist era in Romania.",,,,3,4,8,0,3,10,3,5,9,8,1,2026-04-07
National Museum of Art,Albania,https://goo.gl/maps/ZRS3ZsRXJprWhrNk9,"If you are interested in learning about the history of Bucharest as well as other aspects of the country, there are a ton of museums you can choose from the Bucharest that can occupy you for days. There are several great museums you can check out in Bucharest like the National Museum of Art, a world-class art museum that houses one of the most extensive collections of Romanian art in the world.",,,,0,2,8,0,0,10,2,3,5,7,1,2026-04-07
National Museum of Romanian History,Albania,https://goo.gl/maps/ethaggpRsZPg17258,"For the history buff out there, you have to check out the National Museum of Romanian History, another fascinating museum with a unique insight into Romania's rich and complex history, or Dimitrie Gusti National Village Museum, an open-air museum that showcases the rich cultural heritage of Romania featuring over 300 traditional buildings that have been relocated from all over Romania to the park. There are plenty of museums here to occupy you for days.",,,,2,4,4,2,2,10,1,5,7,8,1,2026-04-07
National Museum of Serbia,Albania,https://goo.gl/maps/w5MYtC4XFeRxW7M96,"Surrounding the square are several notable buildings, including the National Museum of Serbia, the National Theatre, and the Cultural Center of Belgrade, all of which are housed in these stunning art nouveau buildings the city is known for.",,,,4,4,0,0,2,10,0,4,5,9,1,2026-04-07
Nderlysaj,Albania,https://goo.gl/maps/kkX8vQTpgSzV1H4k9,"After the waterfall, you will walk along a flat trail for 2 hours until you have to cross the river to a small settlement called Nderlysaj. From there, it is another 30-minute walk and a 15-minute steep climb to the Blue Eye.",,,,3,5,4,10,9,3,1,7,2,6,1,2026-04-07
Njegos Mausoleum,Albania,https://goo.gl/maps/uqESxKP3DMzhALD8A,"You will be able to see some of the most stunning viewpoints that overlook the Bay of Kotor along the way as you make your way up to the top of Lovcen where you will be visiting Njegos Mausoleum, one of the most important landmarks in the country.",,,,3,4,4,8,9,9,1,7,2,6,1,2026-04-07
Northward Bus Station,Albania,https://goo.gl/maps/ExSgL6xemWnNup8dA,"From Tirana to Shkodra, you will find plenty of buses leaving daily from the Northward Bus Station (not the same bus station as the one you took down south), starting from 7 AM to 5 PM. The journey takes around 2 hours and will cost you 300 LEK.

The bus will take 2 hours, cost 300 LEK, and will drop you off at the Northward Bus Station in Tirana where you can then take a taxi or walk back to the city center.

To get to Kruje, you will have to first get to the Northward Bus Station either by walking or taking a taxi. From there, you can take a bus directly to Kruje for 150 LEK. To make it to Kruje and back in one day with time to spare, I would recommend getting on either the 9 AM or 10 AM bus and returning on a 3 PM bus.",,,,2,2,10,2,2,2,2,2,6,8,1,2026-04-07
Novi Sad,Albania,https://goo.gl/maps/8KHDBV26udL6nJUJ6,"For our third day in Serbia, we are going to visit Novi Sad, the second-largest city in Serbia and by far, one of the most beautiful cities in the country with such a long and rich history, the city has often been referred to as Serbian Athens.",,,,2,4,8,0,5,10,5,6,9,7,1,2026-04-07
OMV Petrol Station,Albania,https://goo.gl/maps/RJJhLBoCZv4rTBFU7,They will pick you up at the OMV Petrol Station near the train station and you will be in Sibiu in about 4 hours. The bus should be around 130 RON or 26 EUR per person and you can get the ticket online here.,,,,0,0,4,1,1,0,0,1,1,8,1,2026-04-07
Oda Restaurant,Albania,https://goo.gl/maps/Xd15iET256Tk8AHR9,"Once you arrive in Tirana, you can spend the rest of the day relaxing or go out and celebrate with one last dinner at Oda Restaurant or Sofra Beratase Restaurant. They are both great local restaurants that serve the usual Albanian dishes like Musaka, stuffed peppers, fried eggplants, and many more.

Oda Restaurant and Sofra Beratase Restaurant are some of the awesome restaurants you should try if you are in Tirana. If you are in Gjirokaster, go for the rice pudding at Odaja Restaurant; you will thank me for it.

One of the best local restaurants that I highly recommend is Odaja Restaurant, located in the Old Town of Gjirokaster. They serve delicious Albanian dishes like Musaka, as well as Qifqi, an Albanian Rice Ball that originates from here. It is something you should definitely try when you are in Gjirokaster.",,,,1,4,12,0,1,7,9,6,7,6,1,2026-04-07
Odaja,Albania,https://goo.gl/maps/oMAggLisXGFcY6zP7,"The Old Bazaar is especially lively at night, so be sure to spend some time walking around the streets of the Bazaar after sunset. If you are looking for a place to dine in the Old Bazaar, Odaja and Taverna Kuka are highly recommended. For more information about these two restaurants, check out our What to Eat and Drink in Gjirokaster section.",,,,1,1,12,0,3,7,7,7,7,7,1,2026-04-07
Ohrid Boardwalk,Albania,https://goo.gl/maps/GySTSH9CzuUskZJq9,"To get to the fortress, there are several hiking trails you can take but I highly recommend you start from the Ohrid Boardwalk, a lakeside boardwalk that will take you from Ohrid's Old Town all the way to Samuel's Fortress along a lakeside path, through a forest, and up to the fortress on an incredibly picturesque trail.",,,,2,5,8,10,8,8,0,7,3,7,1,2026-04-07
Ohrid bus station,Albania,https://goo.gl/maps/cDkf5PM2cL7wMoFU9,"There are other bus operators but you have to catch the bus from the Ohrid bus station which is a little further away, so it is not the most convenient. You can check out the bus schedule here.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Ohrid's Old Bazaar,Albania,https://goo.gl/maps/j7ki7SvmdXX18DbT9,"Other notable attractions you should check out while you are at Lake Ohrid are Ohrid's Old Bazaar the main commercial hub of Ohrid with a cobblestone street lined with shops, restaurants, and cafes, the Church of Saint Sophia, a 9th Century church with beautiful cloister and courtyard, and Robev Family House, a popular museum housed in a beautiful 19th Century Ohrid traditional architecture.",,,,4,6,8,2,2,10,2,6,6,7,1,2026-04-07
Old Bazaar,Albania,https://goo.gl/maps/Uwgcaw1iNSKz6Kcw9,"After you are done at Stari Most Bridge, you can spend some time and explore the Old Bazaar located on both ends of the bridge where you will find plenty of shops and restaurants you can indulge yourself in.",,,,3,5,8,3,3,9,7,8,8,8,1,2026-04-07
Old Town Hall,Albania,https://goo.gl/maps/xeB7s87TELMtYV9W8,"The most prominent feature of the Council Square is the Old Town Hall, which dominates the eastern side of the square. The building has striking Gothic-style architecture with a tall clock tower with a beautiful water fountain adjacent to it.",,,,6,5,4,6,2,9,0,8,1,5,1,2026-04-07
Ombra Caffe & Louge Bar,Albania,https://goo.gl/maps/7BcXw3hYTViMHQAa6,"I highly recommend Ombra Caffe & Louge Bar if you are looking for a nice hidden place, tucked away in the narrow streets of Kotor, with plenty of tables outside where you can enjoy a nice glass of wine while being surrounded by the beautiful architecture of Kotor.",,,,7,4,8,7,2,7,9,10,5,3,1,2026-04-07
Orlando's Column,Albania,https://goo.gl/maps/Sik1HdTCYYD3Kh1L8,"The street is also known for its stunning architecture, lined with beautiful buildings and palaces that are steeped in history like Orlando's Column, a stone pillar with a statue of the legendary knight Orlando, which symbolizes the city's freedom and independence.",,,,5,5,4,1,2,10,0,7,3,6,1,2026-04-07
Ostrog Monastery,Albania,https://goo.gl/maps/C8RDj7CXmm3UEpas5,"It is a beautiful place to visit and you will have around an hour or 2 to hike around, take photos, and absorb the sceneries before you move on and visit one of the most sacred monasteries in the Balkans, Ostrog Monastery.",,,,7,6,8,10,6,10,0,9,1,6,1,2026-04-07
Palace of Parliament,Albania,https://goo.gl/maps/CCzBHqBjx9Zg6jK76,"And we have finally arrived at the end of our itinerary, where we will be exploring Bucharest, the capital city of Romania, home to some of the most iconic landmarks in the Balkans. One of the first places I recommend you check out is the Palace of Parliament, a massive government building that is so big and heavy, it is actually sinking to the ground around 6 mm (0.24 in) each year.",,,,1,2,4,0,4,10,0,2,3,5,1,2026-04-07
Palace of Serbia,Albania,https://goo.gl/maps/EuzUeA1vQMUKCCar8,"While you are in New Belgrade, you will also spot some of the most interesting-looking buildings in New Belgrade like the Palace of Serbia, Museum of Contemporary Art, Hotel Jugoslavija, and Genex Tower which is an awesome change from all the art nouveau buildings you saw in Old Belgrade.",,,,4,5,4,0,3,10,2,6,5,8,1,2026-04-07
Patriarchal Monastery of Peć,Albania,https://goo.gl/maps/qNJjmbf7sJuePWv48,"One of the first attractions you will stumble upon as you make your way back to Peja is the Patriarchal Monastery of Peć, a medieval Serbian Orthodox monastery that is considered one of the most important cultural and religious sites in the region and is recognized as a UNESCO World Heritage Site, making it a must-visit place in Peja.",,,,3,4,0,2,2,10,1,5,6,9,1,2026-04-07
Peja,Albania,https://goo.gl/maps/1EoysnQ4RmFQHPar6,"Sits on top of the ruins of an ancient Roman town, Siparantum, right on the foothills of the famous Accursed Mountains (Albanian Alps), Peja is known as one of the oldest towns and one of the best hiking spots in the country and is what we will be doing here.",,,,3,5,4,10,8,10,0,8,5,7,1,2026-04-07
Peja Bazaar,Albania,https://goo.gl/maps/9kxxThobEwKRSUct7,"But first, we should explore the city and see what it has to offer by starting in Peja Bazaar, a long pedestrian street lined with all kinds of local shops selling all sorts of things from clothes to spices.",,,,2,5,12,1,3,9,6,6,7,6,1,2026-04-07
Peja Bus Terminal,Albania,https://goo.gl/maps/i3n3E4urie4VK1Ei8,"To get from Peja (Peć) to Pristina, you should be able to catch one of the many buses that connect the 2 cities together from the Peja Bus Terminal. There are several buses running this route from 6:45 AM to 5:15 PM every day. The bus runs every 20 minutes, taking about 1.5 hours, and costs between 5 - 10 EUR. You can check out the bus schedule here.",,,,0,1,8,0,0,1,0,1,8,10,1,2026-04-07
Peja Town Square,Albania,https://goo.gl/maps/didtQQMRDDnmxtADA,"After you are done exploring Rugova Canyon, you can make your way back to town and visit Peja Town Square, a more modern side of town where you will find yourself surrounded by Brutalist and modern buildings set against the beautiful Accursed Mountains.",,,,3,4,4,9,8,10,1,6,2,5,1,2026-04-07
Peles Castle,Albania,https://goo.gl/maps/nBELXgE22NESWdiH8,"After seeing all the tourist attractions in Brasov, it is time to go on an organized day trip and explore all the beautiful tourist attractions around Brasov starting off with the most impressive one of all, Peles Castle, one of the most beautiful and well-preserved castles in Europe.",,,,3,5,8,3,5,10,1,7,7,9,1,2026-04-07
People's Square,Albania,https://goo.gl/maps/qH5LsZoEeeErMXPQA,"After you are done, you can spend the rest of the day hanging out at the People's Square or find a nice seafood restaurant to enjoy like Fife, a local restaurant that serves delicious local cuisine ranging from fresh seafood like fried squid and grilled sea bass with baked potatoes, one of my favorite dishes from here, to regular street food style dishes like Cevapi and more.",,,,1,3,12,0,1,8,10,6,7,5,1,2026-04-07
Petrovaradin Fortress,Albania,https://goo.gl/maps/yUkprGzwfNr3nKRx8,"Be sure to make your way to Petrovaradin Fortress, and stroll around the fortress courtyard, checking out the panoramic view of Novi Sad, visiting the museum inside, and enjoying a nice meal while looking at the beautiful Danube River from one of the restaurants on that side of Novi Sad.",,,,9,5,4,9,2,7,6,10,5,3,1,2026-04-07
Piața Cetății,Albania,https://goo.gl/maps/Wi7QW3TYFC44f4BQ9,"After you are done wat the clock tower, you can then proceed on to Piața Cetății, or Citadel Square, a beautiful square surrounded by some of the most colorful medieval buildings and you can see some of the most iconic landmarks in Sighisoara from here like the Clock Tower and even the church on the Hill we will be visiting later.",,,,2,3,4,2,5,10,0,4,3,10,1,2026-04-07
Plitvice Lakes National Park,Albania,https://goo.gl/maps/ifJeTczobW4ZayhF8,"For the next day in Zadar, we are going to spend the entire day visiting the magnificent Plitvice Lakes National Park, one of my favorite national parks in the country and one that you should not miss while you are traveling in Croatia.",,,,3,6,4,10,9,5,2,7,4,6,1,2026-04-07
