place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Krystalini Hidden Cocktail Bar,Vietnam,https://maps.app.goo.gl/7W5TG8PxDqrPVyhr9,"For bars, you can visit one of the many cocktail spots, such as  or Bar Midas, among others. The area is incredibly lively at night, so you can't go wrong with any of the bars in this vibrant part of the city.",,,,2,4,4,2,2,8,8,9,8,7,1,2026-04-03
Kuang Si Waterfall,Vietnam,https://goo.gl/maps/8Sk9epNXuey3zy8x9,"One of the most impressive sights in Luang Prabang is the , a gorgeous azure and turquoise cascade located 20 km away from Luang Prabang. You can reach there in 40 minutes if you rent your own scooter or you can go with a shared shuttle service to take you there and back.",,,,6,6,4,10,6,2,0,9,1,7,1,2026-04-03
Lao Cai,Vietnam,https://www.google.com/maps/place/Lao+Cai/,"The town where the author arrived via night train from Hanoi.

A village where the Hmong people live, known for their traditional clothing and resourceful ways of building machines to peel the grain of rice from its little shell.",North,town,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Lasenta Boutique Hotel Hoi An,Vietnam,https://www.google.com/maps/place/Lasenta+Boutique+Hotel+Hoi+An/,"ticks all the boxes for a nice and comfortable stay. It’s within walking distance of the Ancient Town and offers an on-site restaurant, pool, and bikes for exploring.",Hoi An,hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Lazy Bear Hostel,Vietnam,https://www.google.com/maps/place/Lazy+Bear+Hostel/,"is where I stayed and I had a fab experience. This small, family-owned spot is in a quiet neighborhood so you really feel like you are getting a glimpse into local life. There are a variety of rooms from shared rooms to private double rooms and family suites.",Hoi An,hostel,The Blonde Abroad,7,7,8,6,5,8,6,10,7,5,1,2026-04-03
Little HaNoi Egg Coffee (Yersin),Vietnam,https://maps.app.goo.gl/tjp4NHjzWTtRYdKLA,"Another awesome cafe you might want to check out as you explore the city is , a famous cafe best known for its delicious creamy egg coffee with a cozy atmosphere full of wooden furniture and vintage decor.",,,,3,4,6,0,0,9,10,7,6,6,1,2026-04-03
Love Waterfall,Vietnam,https://www.google.com/maps/place/Love+Waterfall/,"A waterfall that came down over the edge of a mossy stone edge of the mountain and into an ice-cold pool, where the author took her shoes off and let the cold water run over her feet.

On your first day, I would recommend that you spend the day exploring the surrounding nature, such as the  and the Silver Waterfall.

You can also go and visit  and Silver Waterfall, located not too far from Sapa town center. You can also take the cable car up to the top of Fansipan Mountain, the highest mountain in Vietnam, which stands at 3,143 meters (10,311 ft.) above sea level.",North,waterfall,The Blonde Abroad,4,5,7,7,7,4,3,6,4,5,3,2026-04-03
MGallery Hotel,Vietnam,https://www.google.com/maps/place/MGallery+Hotel,"located in the Sapa city center, the train to the Fansipan Cable Car Station departs from here, the price for a return ticket is 200k VND (~$9 USD)",Sapa,hotel,The World Travel Guy,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Madam Khanh the Banh Mi Queen,Vietnam,https://www.google.com/maps/place/Madam+Khanh+the+Banh+Mi+Queen/,Some still insist the best Vietnamese sandwiches are at Madam Kahn’s. Try them both and decide for yourself!,Hoi An,restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Madam Win Bánh Mì,Vietnam,https://maps.app.goo.gl/KKDHQHPVr4cHB8DF9,"For the best place to try the French-inspired Vietnamese sandwich of Bahn Mi, you can't go wrong with , one of the most popular Bahn Mi shops in the city, thanks to its generous portions and a variety of options you can choose from.",,,,1,2,6,0,0,5,10,3,5,4,1,2026-04-03
Mandalay Hill,Vietnam,https://goo.gl/maps/ZquX1BfbLZFw7ADs8,"There are a few other things worth seeing in Mandalay as well, such as , the perfect viewpoint for the sunset over the city, U Bein Bridge, one of the oldest and longest teakwood bridges in the world, another great place to watch the sunset/sunrise, and the incomplete Mingun Pahtodawgyi stupa, the remains of a massive construction project that started in the 18th century but was never finished.",,,,6,6,4,10,7,10,0,8,0,4,1,2026-04-03
Mandalay Palace,Vietnam,https://goo.gl/maps/WP1xJC4gZ8RSjeu18,"Mandalay is a former ancient royal city in the Northern region of Myanmar. It is home to the impressive , the last standing royal palace of the last monarchy of Myanmar. There is a ton to see and do inside, making it a perfect place to start your first day in Mandalay.",,,,3,4,2,0,3,9,2,8,7,9,1,2026-04-03
Marina Bay Waterfront Promenade,Vietnam,https://maps.app.goo.gl/bN4r2ET6PzSK3Ut19,"After sundown, go for a walk around  and admire the cityscape. You can then proceed to Garden By the Bay and enjoy the light and sound show at either 7:45 PM or 8:45 PM for free.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Maritime Museum,Vietnam,https://goo.gl/maps/2XYUZQBuJcZKh9gD8,"If you are interested in the history of Melaka, be sure to visit the  to learn about Melaka and its maritime prowess, and the Sultanate Palace Museum, where you will be able to learn about the history of Melaka during the sultan's rule.",,,,0,2,2,1,1,10,1,3,5,7,1,2026-04-03
Maxwell Food Center,Vietnam,https://maps.app.goo.gl/j2tfaBVSNeeSDLj96,"First and foremost, if you are looking to save some money, I highly recommend you eat at hawker markets like  or Lau Pa Sat. They are like the street food carts you see in other countries in Southeast Asia, but all put under one roof. They are easily accessible and affordable to the people without dirtying the streets and creating chaos like other cities in region.",,,,0,2,4,0,2,6,7,4,4,5,1,2026-04-03
Mekong Delta,Vietnam,https://www.google.com/maps/place/Mekong+Delta,"I would definitely love to spend more time exploring southern Vietnam in the future. I’d love to return to Vietnam one day to cruise the Mekong Delta, visit the My Son Sanctuary and explore Ba Na Hills.

the Mekong Delta, the infamous Cu Chi tunnels, and other interesting locales from the Vietnam War era",South,Delta,The Blonde Abroad,4,4,7,7,6,4,3,6,4,4,2,2026-04-03
Meraki Cafe,Vietnam,https://maps.app.goo.gl/s46Si6eX5yq76ozE9,"One of the best things I recommend you do in Ho Chi Minh City is to visit Cafe Apartment, a former residential building that has been converted into a popular tourist attraction, filled with hip cafés, bars, and restaurants with balconies offering great views of the square from above. One of the best places to do that is .

A café I recommend checking out here is , located on the fifth floor of the building. You’ll have access to the balcony area, perfect for taking photos and relaxing. They serve delicious egg coffee, so be sure to try it.

Spend some time enjoying one of the many cafes here. I recommend checking out , located on the fifth floor of the building. You'll have access to the balcony area, perfect for taking photos and relaxing. This is also a great spot to try the famous Vietnamese coffee, as well as the surprisingly delicious egg coffee, a must-try when you're in Vietnam.",,,,4,3,5,5,2,7,9,9,6,4,3,2026-04-03
Mia Coffee,Vietnam,https://www.google.com/maps/place/Mia+Coffee/,"Vietnamese coffee is next level! I’m talking rich coffee with condensed milk – heavenly. For the best of the best brew, make this your morning stop.",Hoi An,cafe,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Mr Hai Restaurant,Vietnam,https://www.google.com/maps/place/Mr+Hai+Restaurant/,Remember those Cao Lau noodles I was talking about? This is the best place to get them. Try the Mi Quang noodles as well. This little street food gem is an essential eatery.,Hoi An,restaurant,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Mua Cave Viewpoint,Vietnam,https://goo.gl/maps/ghrQxc4Le3FU6yxt9,"is, hands down, my favorite tourist attraction in Ninh Binh. Although the temple and the cave themselves are pretty average, the stairway with elaborately sculpted dragons straddling both sides, leading up the limestone mountain to a viewpoint, is a different story.",,,,6,7,0,10,7,8,0,8,0,5,1,2026-04-03
Mui Ne,Vietnam,https://www.google.com/maps/place/Mui+Ne,"Jessica Volke: I was in Vietnam for about two weeks, but I only spent time in Ho Chi Minh, and Mui Ne. Both were AMAZING. Mui Ne is a coastal town in Southern Vietnam and I stayed right on the beach attending a yoga and mindfulness retreat.",South,Town,The Blonde Abroad,6,5,4,7,5,5,4,7,6,6,1,2026-04-03
My Bánh Mì,Vietnam,https://maps.app.goo.gl/2TUR7XDwdztYV5BT9,"After visiting the palace, head to the Notre-Dame Cathedral of Saigon. Before you go in, stop by  and grab one of their bánh mì sandwiches for a quick lunch. Bánh mì is a Vietnamese sandwich that blends French and Vietnamese influences, typically consisting of a crusty baguette filled with grilled pork, pickled carrots, sliced cucumber, and a touch of spicy chili and soy sauce. It’s one of my favorite street foods in Vietnam!",,,,1,5,4,2,2,8,9,6,8,7,1,2026-04-03
My Son Ruins,Vietnam,https://www.google.com/maps/place/My+Son+Ruins/,The Hindu temples were constructed over the period from the 4th to the 14th century by the Kings of Champa people. It’s just over an hour drive from central Hoi An and you can go on a motorbike or join a tour.,Hoi An,historic site,The Blonde Abroad,1,3,2,2,5,10,0,6,3,7,1,2026-04-03
My Son Sanctuary,Vietnam,https://www.google.com/maps/place/My+Son+Sanctuary,"I would definitely love to spend more time exploring southern Vietnam in the future. I’d love to return to Vietnam one day to cruise the Mekong Delta, visit the My Son Sanctuary and explore Ba Na Hills.

For the second day in Hoi An, you can go on a day tour to the , the ancient spiritual capital of the Champa empire, which occupied much of what is now central and lower Vietnam between the 7th and 10th centuries.",Central,Sanctuary,The Blonde Abroad,2,3,3,6,8,7,1,6,4,6,2,2026-04-03
National Monument,Vietnam,https://goo.gl/maps/KcEwYUj65WbD2uAVA,"Other places worth visiting in Malaysia are the National Museum if you are interested in how Malaysia came to be (a really interesting museum), the  and the Perdana Botanical Gardens, a great place to escape the city and be among nature. Lastly, if you are looking for a place to eat out and try all kinds of Asian street food, be sure to drop by Jalan Alor Street in the evening.

There are several sites you can check out when you are in Jakarta for the day. Places like the , the Istiqlal Mosque, and the Old Harbor (Pelabuhan Sunda Kelapa) are all unique places that you can visit.",,,,2,4,3,4,3,8,4,7,4,6,2,2026-04-03
National Museum,Vietnam,https://goo.gl/maps/KvpGYFRMmHq2GMJC9,"A great museum to start off is the  located a little north of the Royal Palace, which we will be exploring in the evening. The museum is full of artifacts and relics from the Khmer Empire discovered not long ago.

Other places worth visiting in Malaysia are the  if you are interested in how Malaysia came to be (a really interesting museum), the National Monument and the Perdana Botanical Gardens, a great place to escape the city and be among nature. Lastly, if you are looking for a place to eat out and try all kinds of Asian street food, be sure to drop by Jalan Alor Street in the evening.",,,,1,3,2,2,3,8,4,6,4,6,2,2026-04-03
Nguyen Hue Square,Vietnam,https://maps.app.goo.gl/JwUjB9fBLoeef8haA,"is a lively and vibrant pedestrian boulevard stretching 800 meters from the Saigon River to City Hall, right in the heart of the city center. Throughout the year, it hosts various city events, from food festivals to concerts and more. It also connects to several other tourist attractions on this list, making it a great place to relax while exploring the city.

On our second day, we'll start our journey at , a lively pedestrian boulevard stretching 800 meters from the Saigon River to City Hall, right in the heart of the city center. You'll often see locals out and about here, and if you're lucky, there might be local events happening at the square, which is always fun to stumble upon.",,,,4,4,1,2,4,9,2,7,6,8,2,2026-04-03
Nha Trang,Vietnam,"https://www.google.com/maps/place/Nha+Trang/@12.25,109.183333,12z/data=!4m5!3m4!1s0x3142171e2c4c4c4c:0x9f1a5f5e5e5e5e5e!8m2!3d12.25!4d109.183333",You can shop for flights to Vietnam on Skyscanner. There are also direct international flights to popular spots like Nha Trang and Phu Quoc,Central Vietnam,city,The World Travel Guy,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Ninh Binh,Vietnam,https://www.google.com/maps/place/Ninh+Binh,You can also take day trips to beautiful destinations like Ninh Binh and Ba Vi National Park if you’re looking for more natural beauty and an escape from the bustle of the city.,North,Province,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Notre Dame Cathedral of Saigon,Vietnam,https://goo.gl/maps/6e4bp4fyygDxLc4i8,"After visiting the museum, you can spend the rest of the day exploring the city by visiting the  located in downtown Ho Chi Minh City or the Saigon Central Post Office nearby. These sites will give you a great example of how the French influenced the city during the colonial period in the 18th century.

Ho Chi Minh is also home to some stunning colonial-era architectures like the  and the Saigon Central Post Office, which should allow you to get a glimpse of how much the city was affected by outside influences.",,,,0,2,3,0,3,10,0,2,2,5,2,2026-04-03
Old Quarter,Vietnam,https://www.google.com/maps/place/Old+Quarter,"I was able to leave my bag at the hotel I had stayed at the night before last while I strolled the evening streets of the Old Quarter.

Beware of Halong Bay tour agencies that offer you a ridiculously cheap price compared to others. You will often get exactly what you paid for here. I would recommend you spend a few hours walking around the travel agencies in the  in Hanoi, get their prices, and compare which one fits your style of travel.",Hanoi,Neighborhood,The Blonde Abroad,2,2,9,4,4,4,4,3,3,4,2,2026-04-03
Omar Ali Saifuddien mosque,Vietnam,https://goo.gl/maps/Sp2LE7WyNzCqhfiXA,"One day is more than enough to see Brunei, in my opinion. The wonderful Islamic architecture in Brunei is truly one of a kind. Check out the , Istana Nurul Iman palace, and the gigantic Jame Asr Hassanil Bolkiah mosque when you are there.",,,,5,4,4,3,2,9,0,6,6,8,1,2026-04-03
Pandanan beach,Vietnam,https://goo.gl/maps/ouN4jk1fyjdY4LWF6,"The beauty of riding a scooter is that you can stop and take a photo any time, and with a road like this, you just have to stop and take it all in. Be sure to head over to one of the many awesome beaches near Senggigi with your scooters, such as the Setangi beach, the Kerandangan beach, and one of my favorites, the .",,,,2,6,2,9,8,2,0,7,2,7,1,2026-04-03
Paradise Cave,Vietnam,https://goo.gl/maps/CJYM17YgCLfC5b3K8,"is an impressive limestone cave that was only recently discovered in 2005. It is said that the cave extends for more than 31 km, with the highest point reaching around 72 meters in a large cavern that can accommodate an entire football field and more.",,,,4,6,2,10,10,5,0,7,1,7,1,2026-04-03
Patuxay,Vietnam,https://goo.gl/maps/4x37mvVaqLkkrCiA9,"Another impressive structure in Vientiane you should check out is , a striking war monument constructed in the 20th century to commemorate those who fought and died in various wars, including World War II and the Indochina Wars.",,,,0,2,4,1,3,10,0,0,0,3,1,2026-04-03
Pha That Luang,Vietnam,https://goo.gl/maps/8iKfViJbS1t39kef9,"One of the most iconic landmarks in Vientiane that you should definitely check out first is , a stunning golden stupa complex featuring a large central stupa surrounded by smaller stupas and shrines, all painted in gold and covered in traditional Lao design elements with Buddhist symbolism.",,,,3,3,2,0,0,10,0,4,2,5,1,2026-04-03
Pho Hung,Vietnam,https://maps.app.goo.gl/dyyPUqfJV1LpN3Pe8,"Of course, when you are in Vietnam, you gotta try Pho, a traditional Vietnamese noodle soup that has become a beloved dish worldwide and probably put Vietnamese cuisine on the map of every traveler out there, and there is no better place to try it here than at .",,,,1,2,4,1,2,9,10,5,7,3,1,2026-04-03
Pho Sol,Vietnam,https://maps.app.goo.gl/DSBaT2cM5gWS5wTv9,"For lunch, try pho, a traditional Vietnamese noodle soup that has become a beloved dish worldwide, at , located not far from the square. The noodle soup is often served with different types of meat, but I found beef to be the most delicious, as its texture pairs perfectly with pho's tasty broth.",,,,0,2,4,0,0,9,10,4,5,4,1,2026-04-03
Phousi Hill,Vietnam,https://goo.gl/maps/tFTnBmzBUGeWK9JaA,"After a refreshing day at the Kuang Si Waterfall, come back to Luang Prabang and right before sunset, start climbing the 300 steps staircase to the top of  for a stunning over the city.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Phu Quoc,Vietnam,https://www.google.com/maps/place/Phu+Quoc+Island,"If you are looking for a tropical beach escape, winter is a great time to visit Phu Quoc. Just pack a bikini, and you’re set!

You can shop for flights to Vietnam on Skyscanner. There are also direct international flights to popular spots like Nha Trang and Phu Quoc",South,beach,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Phở Việt Nam,Vietnam,https://maps.app.goo.gl/ibSmGafJUdjbnwjY9,"You should be back in Ho Chi Minh City by 7–8 PM, depending on traffic. For dinner, enjoy another comforting bowl of pho at . Afterward, grab a few beers at Cà phê Linh, find a seat on its balcony, and soak in your last night in the city before wrapping up the day.",,,,1,0,6,2,0,3,7,8,0,3,1,2026-04-03
Prambanan temple,Vietnam,https://goo.gl/maps/LFXazDA9eFi3twGv7,"Another great archaeological site that you should see in Yogyakarta is the , the largest Hindu temple site in Indonesia, second only to the Angkor Wat. Its stunning pointy spires, towering over 47m high, are hard to miss when you pass by.",,,,1,5,2,8,7,9,0,6,0,7,1,2026-04-03
Presidential Palace,Vietnam,https://goo.gl/maps/EXvAugwS3jEzLPQV8,"Within the same area, you can also drop by and admire the stunning  and visit the Ho Chi Minh Mausoleum.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Princess d’Annam Resort & Spa,Vietnam,"https://www.google.com/maps/place/Princess+d%27Annam+Resort+%26+Spa/@10.666667,107.966667,15z","A stylish resort and spa, located in the beautiful bay of Ke Ga, offering a great place to truly unwind.

A great place to stay in the beautiful bay of Ke Ga, where you can truly unwind and enjoy the stylish amenities.",South Vietnam,resort,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Pub Street,Vietnam,https://goo.gl/maps/dGUQ7yseTc3bt6iN9,"For the second day, you have the option to either take it slow and stay in Siem Reap and spend your day visiting the Angkor National Museum and walking around the touristy , or if you want to explore further, get a taxi to take you to Beng Mealea, a lesser-known but equally epic Angkor temple outside of Siem Reap.",,,,1,4,4,5,6,10,0,6,3,7,1,2026-04-03
Quang Phu Cau,Vietnam,"https://www.google.com/maps/place/Quang+Phu+Cau/@21.033333,105.85,15z/data=!4m5!3m4!1s0x3135a2c4c4c4c4c4:0x9f1a5f5e5e5e5e5e!8m2!3d21.033333!4d105.85","The Hanoi area of Vietnam has lots of interesting places that you can visit on a short trip outside the city, and one of the best for … Read more",North Vietnam,attraction,The World Travel Guy,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Quang Phu Cau Incense Village,Vietnam,https://www.google.com/maps/search/Lang+lam+huong+do,"The incense village at Quang Phu Cau is a fun sight to see. Bamboo incense sticks are dyed with all different colors and then spread out to dry every morning. Since this is Vietnam, red is the most common color they use, but you can also see many other bright colors like green, yellow, purple, maroon, or turquoise. With hundreds of bushels of incense sticks, this place almost looks like a flower garden! Sometimes they arrange the incense in fun patterns that look like the star on the Vietnamese flag, or the geographical shape of Vietnam.",Ung Hoa district,attraction,The World Travel Guy,5,5,4,7,3,8,2,8,2,3,1,2026-04-03
Quán Cao Lầu Thanh,Vietnam,https://goo.gl/maps/2tmwnBfcCTmwUj1ZA,"Craving Cao Lau for lunch? I would recommend you try Cao Lau at  restaurant. Looking for a cheap place to try their Banh Mi? You can't go wrong with Bánh Mì Phượng restaurant, one of the best Banh Mi places in Hoi An. Beware that due to its deliciousness and how cheap it is, you might have to wait in line for quite a while, but I can assure you it's well worth the wait.

Try Cao Lau for lunch at  restaurant. For dinner, I would highly recommend you try Bahn Mi at Bánh Mì Phượng, one of the best Bahn Mi places in Hoi An. Beware that you might have to wait in line for quite a while due to its deliciousness and affordability. But I can assure you, it's well worth the wait.",,,,1,1,7,2,2,6,10,6,5,5,2,2026-04-03
Reaching Out Tea House,Vietnam,https://www.google.com/maps/place/Reaching+Out+Tea+House/,"In the Old Town of Hoi An, you can have a one-of-a-kind experience at the Reaching Out Tea House. More than just a lovely place to sip a fair trade tea, this tranquil spot offers something special to the community as they employ people with disabilities from the local area.",Hoi An,cafe,The Blonde Abroad,3,4,2,2,2,8,7,7,7,5,1,2026-04-03
Reaching Out teahouse,Vietnam,https://goo.gl/maps/oLxdJYi2fHjdxDst9,"Another great place to visit to have a nice cup of tea/coffee is the . What makes this teahouse so special is that they only employ people who are deaf and mute, giving them jobs while allowing us to support the local community. They also have a wonderful service and a cozy atmosphere, unlike any cafes in Hoi An.

While you are in Hoi An, be sure to also drop by  for a cup of tea or coffee, which is a popular cafe set inside an old rustic structure located right in the middle of the Old Town.

Be sure to also drop by  for a cup of tea or coffee when you are in Hoi An. This establishment is special because it only employs people who are deaf and mute, giving them jobs while providing wonderful service and a cozy atmosphere.",,,,3,4,7,4,3,7,8,7,5,4,3,2026-04-03
Riverside Hoi An Boutique Hotel,Vietnam,https://www.google.com/maps/place/Riverside+Hoi+An+Boutique+Hotel/,"a nother beautiful boutique pick. Located just beside the Ancient Town, which is the best area to stay in Hoi An for first-timers, this place is perfect for pampering. Soak in the amazing tubs, lounge at the rooftop bar, then make your way down to the on-site spa.",Hoi An,hotel,The Blonde Abroad,6,4,2,6,2,7,8,10,6,4,1,2026-04-03
Rosie’s Cafe,Vietnam,https://www.google.com/maps/place/Rosie%27s+Cafe/,This is a great spot if you’re craving a Western-style breakfast. And bring the camera! This cute cafe in Old Town is an Instagrammer’s dream.,Hoi An,cafe,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Royal Palace,Vietnam,https://goo.gl/maps/VcXJJ3Ni5YP3E1Xh7,"Once you are done with the Killing Field, it's time to visit the . Why did I leave this for the evening? Well, for one, the place will be less crowded then, and best of all, there will be more things going on around the palace that you can enjoy.",,,,2,3,2,2,4,8,4,6,6,5,1,2026-04-03
Royal Palace Park,Vietnam,https://goo.gl/maps/oB4KhXeVBePDLqgR8,"One of my favorite places to visit in Phnom Penh in the evening is the  in front of the palace, where locals often bring their families for a picnic to cool down from the city life and enjoy the sunset vibe together. It is a great place to hang out and go people-watching in Phnom Penh.",,,,8,5,2,9,4,6,3,10,4,2,1,2026-04-03
Saigon,Vietnam,https://www.google.com/maps/place/Saigon/,"a city in Vietnam where you can order com tam for breakfast

The author arrived in Saigon and had time to kill before their flight to Hanoi.",Southern Vietnam,city,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Saigon (Ho Chi Minh City),Vietnam,"https://www.google.com/maps/place/Ho+Chi+Minh+City/@10.75,106.666667,12z","The largest city in Vietnam, with both historical and cosmopolitan areas, offering a lot to explore.

The largest city in Vietnam, with both historical and cosmopolitan areas, where there’s so much to explore and experience.",South Vietnam,city,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,2,2026-04-03
Saigon Notre-Dame Basilica,Vietnam,https://goo.gl/maps/Trp3AbABp92FtNoK6,"is another important landmark in the city, known for its stunning French colonial architectural style and its unique pink-colored exterior, an unusual hue for churches and basilicas.",,,,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Saigon Post Office,Vietnam,https://goo.gl/maps/KjTrmG6Ln84zkJbW8,"Located not too far from Saigon Notre-Dame Basilica, you will find , another impressive colonial piece of architecture that still retains its beauty both from the outside and inside. It was built in the 19th Century during the French colonial era, featuring a beautiful blend of Gothic, Renaissance, and French influences.

Don't sweat though as you will find , another impressive colonial piece of architecture that still retains its beauty both from the outside and inside, located right next to the basilica you can check out. It was built in the 19th Century during the French colonial era, featuring a beautiful blend of Gothic, Renaissance, and French influences.",,,,4,4,2,0,2,10,0,6,4,8,2,2026-04-03
Saigon Riverside Park,Vietnam,https://maps.app.goo.gl/kv14ANmuAwFDXSrR9,"One of the newly developed areas in Ho Chi Minh City that really captures the future of this city is , a 20-hectare riverside park stretching along the right bank of the Saigon River. Opened in 2023, this park has spacious community spaces with cafes and restaurants, as well as a lovely walking trail along the river, perfect for an evening stroll.

Or after you get down from the tower, you can hail a Grab taxi and visit , a 20-hectare park stretching along the right bank of the Saigon River. Opened in 2023, you will find spacious community spaces with cafes and restaurants, as well as a lovely walking trail along the river, perfect for an evening stroll.",,,,6,6,4,10,4,4,0,10,2,7,2,2026-04-03
Saigon Skydeck,Vietnam,https://goo.gl/maps/waG6rkwLpagnbCuL7,"With 68 floors, the tower offers one of the best vantage points in Ho Chi Minh City. On the 49th floor, you'll find the , which features a bar where you can sip on a drink while watching the sunset stretch across the city skyline, a truly unforgettable experience.",,,,5,4,4,6,5,6,4,9,7,8,1,2026-04-03
Sapa,Vietnam,https://www.google.com/maps/place/Sapa,"I booked a three-day homestay tour in Sapa, and it was easily my favorite destination in Vietnam. I’ll never forget my female guide, Hong, showing me her favorite places and riding past the beautiful vistas of the rice paddies on my motorbike!

a town in Vietnam with a 3-day homestay tour

In Sapa, it’s not unusual to see snow in December and January.",North,Town,The Blonde Abroad,5,5,9,5,5,5,5,6,6,5,11,2026-04-03
Sapa Lake,Vietnam,https://goo.gl/maps/35NRkb91scsDMhvT7,"Last but not least, it would be a shame to visit Sapa and not explore the city center. Although the city center might not be the prettiest sight to look at,  offers a great place to take a break from the bustling city and enjoy a peaceful boat ride around the lake.",,,,3,3,4,9,7,4,0,8,2,5,1,2026-04-03
Sarawak Cultural Village,Vietnam,https://goo.gl/maps/eSEJRCqtNUFXZ5Hy7,"On your second day, take an Uber or a tour to  to learn more about the rich Sarawak culture and their traditions, from their famous longhouse architecture and wooden bridge to their unique dance performances. It may be a little touristy, but I learned so much from visiting this place.",,,,3,5,2,6,6,10,1,6,3,4,1,2026-04-03
Saturday Market,Vietnam,https://goo.gl/maps/t3chnS8f88HFPCzd9,"In the evening, if you are there during the weekends, you should drop by the  or Sunday Night Market and eat your way through it. There's a ton of delicious food to try in Chiang Mai, such as Khao Soi, a yellow curry with fried and boiled noodles, Nam Prik Num, a northern-style green chili dip, and Sai Aua, a Northern-style spicy sausage.",,,,1,2,4,1,2,6,10,5,5,4,1,2026-04-03
Semenggoh Nature Reserve,Vietnam,https://goo.gl/maps/6y9WWME21phVBfex6,"When you arrive in Kuching, the first thing you have to do is visit the . Drop by either around 9 AM or 3 PM when the rangers feed the orangutans, and they will come out of the forest for you to see. You can easily spend 2 hours here, watching them do their thing.",,,,0,4,0,6,7,2,0,4,1,6,1,2026-04-03
Serenity Hotel,Vietnam,https://www.google.com/maps/place/Serenity+Hotel+Hanoi,The author stayed at the Serenity Hotel in Hanoi's Old Quarter.,Hanoi,hotel,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Shwenandaw Monastery,Vietnam,https://goo.gl/maps/Cjo2qzGzxKBrKFBA6,"Another of my favorite architecture in Mandalay is the , an antique-looking teakwood monastery built in the late 19th century. Its architectural style is a complete contrast to what you see at the newly renovated Mandalay Palace, allowing you to get a glimpse of what Myanmar architecture looked like back in the day.",,,,4,4,4,0,1,10,0,6,6,10,1,2026-04-03
Silver Waterfall,Vietnam,https://www.google.com/maps/place/Silver+Waterfall/,"A huge waterfall surging over the cliff of one side of a mountain, where the author trekked up to a bridge that splits it in the middle.

Not too far from Sapa city center, there are 2 beautiful waterfalls you can hike to: the , which is right by the main road, and the Love Waterfall, a fairy-tale-like waterfall located inside the misty forest of Sapa.",North,waterfall,The Blonde Abroad,6,6,6,8,7,4,3,6,4,6,2,2026-04-03
Six Senses Ninh Van Bay,Vietnam,"https://www.google.com/maps/place/Six+Senses+Ninh+Van+Bay/@11.733333,109.166667,15z","One of the most impressive spas to be found along the coast, located in a superb location with a wonderful beach and stunning views of karst formations similar to those found at Ha Long Bay.",Ninh Van Bay,resort,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Son Doong,Vietnam,https://www.google.com/maps/place/Son+Doong+Cave,"Central Vietnam is home to the world’s largest cave, Son Doong, and you won’t want to miss it. The weather down there is always more extreme, so you’ll want to pack warm clothes for a winter visit.",Central,cave,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Streets Restaurant Cafe,Vietnam,https://www.google.com/maps/place/Streets+Restaurant+Cafe/,"More than just a good place to find traditional Vietnamese and international food choices, this cafe is actually a nonprofit restaurant that helps local youth.",Hoi An,cafe,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Sua Cafe and Restaurant,Vietnam,https://www.google.com/maps/place/Sua+Cafe+and+Restaurant/,"If you’re vegan or just trying to stay plant-based, you can’t miss this one.",Hoi An,cafe,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
Sung Sot Grotto,Vietnam,https://www.google.com/maps/place/Sung+Sot+Grotto,The caverns were cold and lit by soft lighting to showcase their beauty. When you came out the other side of the grotto you had a view from the top of the cliffside overlooking the whole bay.,Ha Long Bay,Grotto,The Blonde Abroad,5,5,10,5,5,5,5,5,5,5,1,2026-04-03
